SDM,linear300,linear20,poly300,poly20,constant300,constant20
0.1711111111111111,0.04888888888888889,0.09111111111111111,0.031111111111111107,0.11777777777777779,0.1111111111111111,0.07
0.044444444444444446,0.03777777777777777,0.051111111111111114,0.043333333333333335,0.042222222222222223,0.08777777777777779,0.03222222222222222
0.0811111111111111,0.1711111111111111,0.08888888888888889,0.19777777777777777,0.10222222222222223,0.042222222222222223,0.07
0.013333333333333332,0.04666666666666667,0.02962962962962963,0.07666666666666666,0.04888888888888889,0.03333333333333334,0.05777777777777778
0.10222222222222223,0.15333333333333332,0.15777777777777777,0.10777777777777778,0.15555555555555556,0.16777777777777778,0.18000000000000002
0.07777777777777778,0.16555555555555557,0.1337037037037037,0.18888888888888888,0.10444444444444445,0.16555555555555557,0.18000000000000002
0.052222222222222225,0.01,0.02185185185185185,0.017777777777777778,0.017777777777777778,0.031111111111111114,0.02333333333333333
0.4577777777777778,0.36666666666666664,0.42592592592592593,0.33666666666666667,0.41111111111111115,0.3611111111111111,0.38666666666666666
