SDM,linear300,linear20,poly300,poly20,constant300,constant20
0.22555555555555554,0.11,0.13777777777777778,0.06777777777777777,0.18444444444444444,0.18777777777777777,0.12777777777777777
0.12333333333333332,0.20666666666666667,0.21592592592592594,0.17222222222222222,0.2,0.2555555555555556,0.20444444444444443
0.6511111111111112,0.6833333333333333,0.6462962962962963,0.76,0.6155555555555555,0.5566666666666666,0.6677777777777778
